5.569419237749545504e-02,8.160619689222822076e-03,2.952155044795349070e+00,1.473134979649626530e-01,1.582704289608533599e-01,4.918496957068212438e-01,4.898986439913614183e-02,7.118874773139745316e-02,-2.951572524487211169e+01,9.206562484920626233e-01,-4.687981859908152416e-01,2.321999728745831673e-02,-9.155272079284569875e-01,-5.819512434362175135e-01,-2.273110508284904296e-01,-2.281245903996148017e-01,2.594443040155619551e-01,4.604181949810561281e-01,-1.351981448000505182e-01,2.653804579287090681e-01,-1.491264072733047841e-01,7.477301987707268838e-03,2.598326767656365319e-03,7.685400421110845197e-03,1.449116613136611567e-02,2.856984009483273801e-02,2.274203753763489374e-03,3.085939635392716089e-03,4.651095716226603472e-04,1.360724979236780860e-02,2.105278436595572206e-02,2.059531092324277252e-02,1.144717494187168054e-02,2.119519118330914081e-02,3.186296485450988009e-02,7.449788678015052679e-03,6.049550238105986244e-01,6.356667563653654873e-02,6.823002573342705490e-02,2.451051484284826332e-01,1.912961065905764979e-01,5.939925835432485063e-02,8.906367549644695458e+00,7.235018341764279937e-01,4.889687949135952949e-01,4.652360527483072605e-01,5.840485832812120082e-01,4.541858944170736323e-01,5.446371302820581795e-01,2.912339412640446712e-01,2.686944700089630711e-01,4.387554442019168111e-01,3.630996716708191907e-01,2.579902822324871003e-01,2.223492978521655061e-01,9.251839180132021695e-03,4.966180495140023327e-03,1.646365131548324992e-02,2.598765973477362018e-02,5.851778897122743295e-02,2.630067695678069660e-03,3.101974024086579483e-03,6.442693015657761967e-04,1.720222235563915666e-02,2.013001109720074372e-02,3.486162893224582782e-02,2.613824351065911072e-02,1.407269357099002506e-02
7.817604355716878395e-02,9.115514298945599087e-03,2.825114846349217945e+00,1.635745851404316331e-01,1.818845759216834446e-01,5.059970446718178305e-01,8.314737202253348614e-03,8.398366606170599991e-02,-2.622718598887209396e+01,7.404331469546747702e-01,-1.076952241154459422e+00,-3.913300582270710093e-01,-1.092645441641028947e+00,-3.747018947529054955e-01,3.856387241819452250e-01,9.023649060118063558e-02,1.351806576488614742e-01,3.234119717925548754e-01,-4.230476059662122701e-01,1.202347151789159990e-01,8.707689010159380683e-02,3.191120965502214357e-02,9.227781288314878053e-03,4.740742994873115360e-03,9.496479739299540368e-03,1.010377886306794773e-02,2.998189545315189768e-03,9.823696625533904006e-03,2.579503360578237758e-03,3.510841428069565694e-03,5.261149594855065934e-03,6.497107887253319655e-03,1.360191001089090281e-02,1.454216641340403196e-02,4.122297396554447380e-02,8.150864992631194975e-03,7.130528789532276646e-01,1.712824925689781716e-02,1.671363271928496749e-02,2.044121409645225373e-01,6.583015083580648699e-03,3.094955930374630737e-02,1.626696259396116950e+00,7.197461701319568528e-01,4.183592956224758685e-01,4.956849779631455344e-01,3.279823068671327557e-01,4.368514554426802809e-01,3.181315223698179540e-01,2.805504385076956209e-01,2.229631203964106967e-01,5.092073701373073247e-01,2.440882624288383540e-01,5.226717835529867129e-01,2.115822122133209637e-01,4.092181714819213140e-02,1.947286747915594890e-02,9.273327226052998848e-03,1.163590948887533068e-02,1.300307534302121149e-02,3.203277676227939130e-03,1.419280163652103868e-02,2.515216577616191662e-03,2.748638851866584080e-03,8.138196239787382977e-03,7.103671769144733784e-03,1.644408278280883387e-02,9.446826793356590674e-03
5.855263157894737003e-02,6.865301574647354743e-03,3.047668280237314953e+00,1.555032094857951297e-01,1.795711235887690882e-01,3.780772150122995723e-01,8.046410240529223643e-03,5.884754990925589180e-02,-2.649950800399306416e+01,1.447920645759904534e+00,-5.851138043025073676e-01,-3.641012566558928659e-02,-8.407237348834225577e-01,-1.011074942125172127e+00,-3.321855610619953714e-01,-2.838069336270103785e-02,2.268070527750130211e-02,6.825588412971288488e-01,1.292145875935074295e-01,-4.785491079304481088e-02,-1.030994703491772552e-01,8.150838873364048276e-03,3.334004653424030382e-03,2.904177316030005090e-03,7.114991688904509157e-03,2.981253046361577452e-03,9.338292483001831013e-03,8.219396261958562822e-03,3.139372251150539250e-03,9.317192019694086821e-03,5.202931189397151657e-02,2.355227124523043974e-02,2.085321603481827407e-02,2.051844952100742234e-02,2.899500366071922075e-02,6.467996859777463796e-03,3.950771967683847086e-01,2.018477813281355226e-02,1.587775067608644675e-02,2.436204654223513844e-01,5.867743189598760220e-03,2.999813208458378122e-02,1.487050601397738703e+00,7.657710566094442228e-01,3.924314912295232549e-01,2.374749849964125081e-01,2.683586977055404943e-01,3.372562409765663127e-01,4.428668075613941824e-01,2.137786620172553720e-01,2.736145010438679748e-01,3.041530997156670635e-01,3.806922411014552199e-01,2.194967966151477601e-01,1.658800560566942583e-01,9.957368383680288357e-03,5.625476148750311461e-03,2.380254740846356101e-03,6.864025691559533758e-03,2.799756074496727830e-03,1.639693173137955068e-02,9.303492788285095197e-03,6.817443520153937571e-03,1.060051623543468644e-02,5.692875684810066311e-02,2.474796641897189509e-02,2.995944253983237257e-02,1.385707956117889286e-02
1.230716878402903919e-01,9.755587007015262746e-04,3.096905680643367020e+00,1.988260775741468034e-01,1.859303523398632696e-01,1.269385532608811262e+00,3.482139779849764607e-03,1.931488203266787662e-01,-2.889428344901929080e+01,-2.373116451285365858e-01,-3.842939003397741193e-01,-3.513321376901398230e-01,-8.596189824636460974e-01,-8.760799125164128176e-01,-6.004889747736947836e-01,-1.393657616213795844e-02,3.347947950297993497e-02,4.602877611264594160e-01,3.647629675596958387e-02,7.806031438753437135e-02,1.161572264954101839e-02,2.536776691614107699e-03,2.609506492069158141e-03,2.551685409867730618e-03,3.155538382480291195e-03,2.163982286596631902e-03,6.557747844557354662e-03,7.337717902004199308e-03,1.347926231039348402e-03,5.608034289091128229e-03,1.310402970130216706e-02,1.496189110813717429e-02,6.552972404266915740e-03,6.262791362090172273e-03,4.127507083849066283e-02,1.497226178560414657e-03,3.853735454103987546e-01,4.979725636203740508e-02,2.231116160859797359e-02,4.880077099542724506e-01,2.088161304887389044e-03,1.038083470682286402e-01,1.943638610272636846e+00,7.815579815261127772e-01,3.538601458727482774e-01,3.549242917043011203e-01,2.822963799868251633e-01,2.932173692443288959e-01,1.525947460985697113e-01,3.142881733774711694e-01,1.755970668888917618e-01,1.619486850241469156e-01,2.259355921821749602e-01,2.097466208289234801e-01,2.090731948004794505e-01,3.748930935297133289e-03,2.054921261796324554e-03,1.517929045831071903e-03,2.120744052029496958e-03,1.724073441434686126e-03,7.336886941571193338e-03,9.309238475142176533e-03,1.425014403806056139e-03,6.149407985641787769e-03,1.112213301003180284e-02,1.257306779434194666e-02,6.292007700564751678e-03,3.569318377176722724e-03
1.215063520871143277e-01,6.593554872771910684e-04,3.135476771134214857e+00,2.002121816148615119e-01,1.890392779148812041e-01,1.176701044087692383e+00,3.512815467963841150e-03,1.979128856624319255e-01,-2.983717018066220561e+01,2.159881934017447713e-01,-7.061272491076135971e-01,-4.652050269642764024e-01,-4.632352121267502842e-01,-1.263049244889929978e-01,-3.389023746795641334e-01,-1.426828327359264126e-01,-6.760394358247232005e-02,8.575750591631240566e-03,-9.062264962183015637e-02,6.590154363812414373e-02,-2.359880306919036330e-01,2.552967617156919056e-03,2.755839908614754561e-03,9.689713833599343171e-03,2.075101307101785350e-02,7.031922048232275291e-03,8.520481526141786277e-03,3.951729771572156172e-03,1.448041778236314322e-03,7.855464745935191589e-03,8.517443930623470189e-03,3.220510211927299273e-03,4.640970904843332544e-03,7.188255044815601916e-03,7.735217459874731138e-02,1.044563615855451794e-03,2.719503990071380217e-01,6.969414736899395835e-02,1.674192887972073690e-02,8.478878143959189817e-01,2.468021100909765283e-03,1.596433258305573200e-01,2.633240525039813207e+00,1.411675429432003526e+00,2.970658640773943815e-01,3.483613740484016730e-01,2.568913418463878995e-01,2.863461109183863540e-01,2.498723570116517800e-01,2.949578568360449737e-01,3.114809643309529030e-01,2.246175339912792612e-01,2.163291874210694077e-01,2.131185046720409371e-01,1.876856011554004777e-01,2.075903596686880497e-03,2.241090509728115021e-03,1.330185391634673177e-02,2.459245615063385820e-02,6.873860517640457274e-03,1.384833162795789420e-02,4.719725773882641265e-03,2.521795604439240265e-03,4.659850408803211004e-03,1.114175319272697924e-02,2.621637959006775914e-03,3.456035530616278877e-03,7.017631607951366202e-03
6.783121597096189448e-02,7.887399134499163342e-03,3.183146339894060262e+00,1.543521472715656817e-01,1.792352235191499443e-01,5.421361386537557614e-01,4.312761565662679916e-03,8.067150635208711340e-02,-2.533525190429250173e+01,1.181092315362695988e+00,-5.575543436660923557e-01,-7.044392341634531096e-02,-7.409753356294732640e-01,-5.177317531004483886e-01,-4.696424901374898764e-01,-1.789401100413323953e-01,-6.064181652432831804e-02,3.674569124385065333e-01,-5.365784670738493745e-02,1.587137905623670631e-01,-2.198049417891927426e-01,8.508958378757047053e-03,4.380363055732867938e-03,3.480612320526580653e-03,1.143365784279866924e-02,7.543729346242408762e-03,4.295901800523737116e-03,3.267972801819596460e-03,9.880934933319599194e-04,9.832079584844898718e-03,3.009236332528207256e-02,1.929561752287835968e-02,1.483288308750559115e-02,1.492357361603422264e-02,2.445907061915708267e-02,5.431238041661071853e-03,1.953182069634591123e-01,1.803119660630408266e-02,1.458651297335628906e-02,2.296193003226290330e-01,1.696979165251496450e-03,3.080879186509758588e-02,8.887533330324526304e-01,6.871177638827269396e-01,4.286896447502189234e-01,3.671588852003965231e-01,3.357786244628067074e-01,2.807613251668314436e-01,3.066883585033041149e-01,3.108309944808126946e-01,4.290159049022394533e-01,3.189409060238676541e-01,2.544992610753560314e-01,2.922682516098772942e-01,2.316516071465086479e-01,1.129461789229159289e-02,9.664698584605588977e-03,4.994652471346066810e-03,1.538506315070884908e-02,7.927040207922984166e-03,3.684246933343191324e-03,2.017954089960320632e-03,1.712577962010362062e-03,1.165059822737428072e-02,3.083127636960073664e-02,3.074738424783889090e-02,2.089525039368484230e-02,8.913918028622944134e-03
7.175589836660616061e-02,7.229825091339993348e-03,2.937715935982304849e+00,1.599349489131936253e-01,1.812825688626231724e-01,4.300431236291998860e-01,7.922006045621599046e-03,7.468239564428311161e-02,-2.623907744731164371e+01,9.379384569117578119e-01,-1.275430460498199636e+00,-3.013297982784663431e-01,-9.823615046812410601e-01,-4.294964108507660083e-01,2.236050778673843720e-01,3.807112303346264076e-02,8.125786104932557208e-02,2.118231820034049417e-01,-4.483812073164322176e-01,1.416775356176162015e-01,1.142668663246027005e-01,3.163615647587265239e-02,7.420604555961968218e-03,6.894628289912959826e-03,1.594347044857253107e-02,1.022339291775439807e-02,2.626393673682840720e-03,8.221189735599758464e-03,2.189159813058379721e-03,5.937520060596326518e-03,1.160763737130039719e-02,9.654910100266932832e-03,1.055856864758826161e-02,1.573296315509167126e-02,2.088853286063461351e-02,5.141672568474343029e-03,4.381607236972430153e-01,1.988796632600976430e-02,1.807790892429268076e-02,1.975158958032973144e-01,3.702722029546423772e-03,1.937360005258274495e-02,1.571989216816734869e+00,6.673587623951837688e-01,3.516614098606453132e-01,4.594703986655852002e-01,4.529734856214470140e-01,3.936685237026794626e-01,4.281455733337244940e-01,2.613858965211904306e-01,1.876315268426844429e-01,3.808311269221377193e-01,2.741403899385148057e-01,4.394133582676459926e-01,2.414742377693033237e-01,4.518374735376913531e-02,9.690353068129924086e-03,8.533442431991748386e-03,2.259655737648710513e-02,1.071245034973858194e-02,1.588118001220391751e-03,1.394732595308213405e-02,2.147135494891021928e-03,5.911504318819452326e-03,1.381852605194434404e-02,1.218210854886710159e-02,1.535273530718202564e-02,9.875496415119542140e-03
6.440562613430125816e-02,7.263840520196389143e-03,3.083350367910511203e+00,1.624905668400600800e-01,1.820122761526276334e-01,4.862758740435098592e-01,7.067822376832076474e-03,7.264065335753175368e-02,-2.595055997950797888e+01,1.072700993218921983e+00,-8.018447502945734717e-01,-3.026676106014205558e-01,-8.328579383993750529e-01,-8.453083881957880186e-01,-2.758110733085736843e-01,4.480309474661452879e-02,1.145664408448543031e-01,6.390866846932677925e-01,3.591784493213524831e-02,-5.678770813623510577e-02,-8.550394045109299679e-02,1.678448989312457743e-02,8.071943622094009813e-03,1.896405476611576907e-03,6.191460090405111541e-03,2.190640679943422087e-03,5.185806547618089166e-03,6.595076943737987127e-03,1.721940093283761287e-03,6.477188971453389128e-03,4.459413112820856395e-02,2.108325054904845383e-02,2.646706318853170314e-02,2.209722119673668966e-02,2.088271743706658981e-02,4.151216251891907613e-03,2.464862117410647202e-01,1.913636787025918551e-02,2.300859704058064517e-02,2.516537486372846799e-01,5.170974016969155304e-03,3.426893659399452702e-02,1.387212214963322143e+00,8.689351074298714561e-01,4.515830760620466178e-01,2.990274557842558245e-01,3.655860761842087969e-01,2.586801796730399672e-01,3.682515446699971551e-01,2.680348263931317532e-01,1.205972988330161338e-01,1.927695326932939712e-01,3.022947996154637940e-01,3.093576168308084240e-01,1.522004758584047934e-01,2.054613539074136644e-02,1.534930552742653186e-02,1.276392969249655254e-03,1.261968972345405872e-02,1.111481909354529061e-03,9.133298539897270751e-03,7.175945744509371234e-03,2.979508895838678048e-03,5.392391807139893835e-03,5.566442083622522713e-02,2.399563309816747994e-02,3.803510424290253156e-02,1.226923708310214030e-02
1.077132486388384935e-01,1.364319463836318001e-03,3.084861169072436127e+00,1.872780358386588184e-01,1.897346023503955481e-01,1.063670356823003704e+00,4.082852497672552136e-03,1.692831215970961867e-01,-2.841074502523603584e+01,3.827440257180749206e-01,-3.667187602892271192e-01,-2.492354722071531137e-01,-6.733463492514990545e-01,-9.658415765594730029e-01,-5.693294035202682846e-01,4.396465280319642593e-02,1.240412762865622694e-02,4.782094702551483723e-01,-5.659626372019529832e-03,8.232633745364636990e-02,5.033727300312811938e-03,4.162941969869564732e-03,2.804614720209130593e-03,3.125628810714977009e-03,3.160834889047356520e-03,3.690027818436162396e-03,6.671113755086608907e-03,9.111144189760497086e-03,1.541147882180884856e-03,1.375277550134109197e-02,2.349054766575201653e-02,1.858878013454395156e-02,4.953418630777571031e-03,9.342278188191182123e-03,5.136857603296142438e-02,1.753350205409791697e-03,3.392497031209119607e-01,4.816996384558212135e-02,2.338444638801447442e-02,6.076323638584603115e-01,2.358141432326005520e-03,1.114821757781049999e-01,1.835968771538875499e+00,1.164026907651021681e+00,2.690857464625088791e-01,3.036277830276825074e-01,2.081465140091843524e-01,3.672727423311417105e-01,2.483023471759123468e-01,2.547632966178561276e-01,2.766397982417387325e-01,1.689675086160505602e-01,2.470353931419093929e-01,1.855169517878908769e-01,2.048616692718100152e-01,3.809852408538348841e-03,2.111366540864518908e-03,1.352893491248767554e-03,4.037841294260906787e-03,4.244264524395822968e-03,7.220050032409604940e-03,8.548198807653650463e-03,3.248025470729635697e-03,1.623960169643427764e-02,2.051034131534001242e-02,1.388440924583528822e-02,5.071840993734534966e-03,5.289944815918011523e-03
8.874773139745917305e-02,1.538007782027002793e-02,3.127257921963563891e+00,1.757798232827545992e-01,1.799124484237653032e-01,8.253764230351237075e-01,5.875112977438403696e-03,1.321687840290381444e-01,-2.592899932624635539e+01,4.551352494403692051e-01,-5.077908049154419290e-01,-3.347977802673123837e-01,-5.140679279879227792e-01,-2.941743307382470585e-01,-5.088985795518576882e-01,-9.547266290018055490e-02,-1.394650799885082670e-01,3.498275843474837887e-02,9.506629314248107865e-02,-1.092872554160199440e-02,-2.548911296482004873e-01,1.604039283826046852e-02,2.427459308330215393e-03,2.261909017989106527e-02,2.573486790321971585e-02,6.781507804497141634e-03,6.725008065694039819e-03,4.786845967398659953e-03,1.689050211496677693e-03,9.008891880947144867e-03,1.312440257534381281e-02,1.073477968631754084e-02,4.460547369364850807e-03,1.494039102852539116e-02,4.121281018087537273e-02,1.626169046234996612e-02,2.084406054596945057e-01,3.921340302140655792e-02,1.751147050943018327e-02,4.934923791655324021e-01,3.407488230104626509e-03,8.906350975788412949e-02,2.708639018741964666e+00,1.327667506015872689e+00,8.713463028653818387e-01,3.703608137333095907e-01,5.279314589459371820e-01,4.155045619041996541e-01,3.693570414169085603e-01,3.228968225084621890e-01,3.555203620981369772e-01,4.470277006503167172e-01,4.273313755828307414e-01,2.873059390237207578e-01,2.560089486673581272e-01,2.902951544424742930e-02,2.879651683780785898e-03,3.825305209405908957e-02,3.263650508062596739e-02,8.015580707814108988e-03,8.424690106954065699e-03,7.315380324901499601e-03,3.504848403129774866e-03,8.606628377208524680e-03,1.371087603598517696e-02,1.399216956470955911e-02,3.898593001061342097e-03,1.169155333950985635e-02
