0.000000000000000000e+00,1.606523957754601385e-10,3.265549228192062614e+00,9.074410072600743110e-04,1.713144621870167317e-08,2.446624026910993732e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.059644256269407236e+01,3.336431933832321490e-15,1.626154807901919828e-15,3.902542095962723406e-16,-7.368211957964454988e-16,-1.384839766482378237e-16,2.788325538598301165e-16,3.331195258029186177e-16,2.229454575244674906e-17,3.296135559166671166e-16,4.429719741295210971e-16,3.797959147820401719e-16,-6.750714198981108074e-16,4.475565614250277626e-33,3.764180237282889945e-35,1.024569810074804767e-32,2.381117008349071598e-34,1.666666666666666574e-01,6.045985747096664848e-33,2.606522794602478027e-32,5.419293500520864643e-35,4.369879936359061346e-34,2.145705553116772113e-34,3.205272094590531827e-33,1.420011090275030170e-34,4.606423319938054983e-02
2.658802177858439197e-01,7.258829215314728744e-09,1.138279814016556202e+00,2.511036096731387168e-01,2.791487108405705242e-01,9.576762846514954575e-01,4.782778890794251447e-01,1.088929219600725910e-02,-4.202444636725556393e+01,1.452677979074787906e+00,-6.923874907377935983e-01,3.240730693517072658e-01,-1.451609453305263697e-01,-1.875056279696133907e-02,-1.037021231619378314e-01,1.290869094935497355e-02,6.507654751389709002e-02,2.553589957180462527e-02,-6.758793035946221439e-02,3.928031003697405460e-03,-3.948735288365261449e-03,1.492856971091438209e-02,8.210108762240061683e-03,2.536010674673852203e-02,1.077501543938599003e-02,1.499757299539507434e-02,8.971197650451713523e-03,4.477597745997859147e-02,5.013184544805714821e-03,8.357855422299831361e-03,1.332752666847660493e-02,1.298192742661168769e-02,6.778504598424090963e-03,1.044836992971196962e-02
2.450090744101633342e-02,4.128758486956912895e-03,3.213276444847772417e+00,8.583195790535397274e-02,1.714452296304535828e-01,9.441859342368817687e-03,4.103180511392947455e-02,3.085299455535390339e-02,-2.814547352944916270e+01,3.205358314058001756e+00,-1.657343285525854526e+00,-1.243832927079587813e+00,-1.862060015205312391e-01,9.174809117638161871e-01,7.673731042415888881e-01,2.822432150605139189e-01,-5.501963192491696186e-02,-1.007466549632685254e-01,9.366894947282566886e-02,8.434198135115129891e-02,-1.541405201852374951e-01,7.020297005887696576e-03,6.977079697285442023e-04,1.408318139056171725e-03,1.347563108622024542e-03,3.468368209569605565e-02,6.794061234366695866e-03,3.533086357066974464e-03,6.076070344393103700e-04,9.508123725927694961e-03,7.906699285026733224e-04,2.064091735061134893e-03,8.440209178549140483e-04,9.180338745893402291e-03
2.404718693284936537e-02,3.367640297702475388e-03,3.262717325598130991e+00,1.065771988669076548e-01,1.949364441262614323e-01,1.534767782057083925e-02,5.478594236161916237e-03,3.176043557168783948e-02,-2.830085160709786152e+01,2.842350045151919691e+00,-1.304933403131651737e+00,-1.061936103071960513e+00,-5.705578173764904726e-01,4.760518733625282994e-01,6.012547074592573537e-01,1.896144125156117854e-01,-2.871729150275033615e-01,-3.431723527189616263e-01,-2.362048852818428857e-01,-1.996114930953699074e-01,-9.738367428670768877e-02,5.944113155132303705e-03,1.016427594233879636e-03,2.744510693698596314e-03,4.955789988928303337e-03,1.259302699009297137e-02,2.290678659359680989e-03,1.393645562823955623e-03,4.689251999594233416e-04,1.249823415539718470e-03,4.386966955009740082e-04,1.016278294036385968e-03,5.951621152529626554e-04,3.381459925508621418e-03
2.359346642468239733e-02,2.222105243534503154e-03,3.248338115860231579e+00,8.694936318881064941e-02,1.745219105246536007e-01,8.193579538525048653e-03,1.832272673768054394e-03,2.540834845735027298e-02,-2.937295990083680408e+01,3.264574325562658696e+00,-1.252477733297463924e+00,-1.089447697244556590e+00,-3.287475725280221694e-01,7.638921110948635462e-01,7.179228138156333872e-01,4.615006851211934658e-01,-3.752415003344794497e-02,-3.721637616526925485e-01,-2.157726297333185106e-01,1.399420260446338493e-01,-8.745735906223009448e-02,5.448754844264506493e-03,6.065203909981074131e-04,5.125726263818237809e-03,8.109731042263359710e-03,1.555172076850839559e-02,4.949687129079209918e-04,1.715866554139288845e-03,5.706988911765844760e-04,8.449140673196755451e-04,5.737965154208746069e-04,2.122790433551435037e-03,2.149943275844153317e-04,4.381483126498855914e-03
2.359346642468239733e-02,1.423110056540517060e-03,3.260893170520659190e+00,6.127890449312629884e-02,1.361023024625643008e-01,2.346561999603187162e-03,2.987745497069189179e-03,2.631578947368420907e-02,-3.093069862052858099e+01,3.580504210328271153e+00,-1.793272473102070608e+00,-1.258830970750963729e+00,-3.747871726181498664e-01,5.784312942312445083e-01,7.024294443443905855e-01,2.700531224887895987e-01,-2.536758281094843581e-01,-7.900492428291442382e-01,-5.820306480320731612e-01,-3.738264856320483998e-01,-4.637366314733943895e-01,1.029221080298284643e-02,3.138772259391964465e-04,7.612394813907291148e-03,8.549882734968438508e-03,1.076488910558045728e-02,7.526292323466749878e-04,8.486270382627067151e-04,2.538234604699528838e-04,4.998413689699251431e-04,1.560620569473040477e-04,7.579501775303311125e-04,1.935976629632480545e-03,4.150252854562814717e-03
2.404718693284936537e-02,7.669757763461906028e-04,3.210484783970723566e+00,1.106640844546339653e-01,1.995170118100264012e-01,1.921149682196079608e-02,7.895172909517184437e-03,3.176043557168783948e-02,-3.032977215281066208e+01,2.606243638902649540e+00,-1.293921006995081280e+00,-9.905810059546191759e-01,-4.458009138542519123e-01,5.586666730565879035e-01,8.751103869509180289e-01,4.178853004210582589e-01,-2.117073323186673406e-01,-2.923034349329370341e-01,-3.872019260389536477e-01,-4.863041095203528008e-01,-2.657580686324829133e-01,1.475671500517560311e-02,1.961608639316994736e-04,8.951999006709135398e-03,1.027899670102123443e-02,1.451711533484800580e-02,4.455721731184698019e-03,6.871082270765685625e-04,9.718026721206370229e-05,1.470806126935715586e-04,4.239248052724077856e-04,2.850114052248373542e-03,1.889772212641597539e-03,5.431444240209219385e-03
2.359346642468239733e-02,5.474296472839863857e-04,3.251142780219659745e+00,5.889875596965974541e-02,1.338673824367249410e-01,2.780736532615579477e-03,3.103933076476970716e-03,3.176043557168783948e-02,-3.191023098483580256e+01,4.123531883225355799e+00,-1.392198581448632622e+00,-1.316429021326325888e+00,-2.805475602165808380e-01,5.366914863760717802e-01,3.881966614559860251e-01,4.348897305432237181e-01,-7.982021874129231753e-02,-5.509231490024323330e-01,-6.562269823362043564e-01,-2.964317954074055517e-01,-4.934032482951614118e-01,2.111510870478738519e-02,7.487284771382918128e-04,7.178642151485378764e-03,7.027062917523877773e-03,1.558351191621195307e-02,4.401821207874358557e-03,7.228278016040268596e-04,1.294284108084938932e-04,2.304145580700743578e-04,4.557165451316064664e-04,2.862772989054581264e-03,3.120214963552117495e-03,6.399516302614725004e-03
2.359346642468239733e-02,2.995476940884806978e-04,3.242879253981724386e+00,4.308341335587018844e-02,9.964100319174282183e-02,1.421267116884068326e-03,2.599732206953271358e-03,3.176043557168783948e-02,-3.261458739187798983e+01,4.585670852213647564e+00,-1.386775464438257055e+00,-1.294104731579089451e+00,-6.205035048073614945e-01,2.482258027410137735e-01,2.901544349172182624e-01,1.729616676841743139e-01,-3.430446768294558857e-01,-7.049228262215023744e-01,-2.105849250888759405e-01,-2.817444333213218743e-01,-6.569223232768025555e-01,3.622518013334009856e-02,1.393886608851516076e-03,6.903706432426169430e-03,4.115462574722824306e-03,6.838937281575975004e-03,3.858128131234737652e-03,1.101238210449816688e-03,5.220265139939646651e-04,1.050361515009961199e-03,7.560229516442802710e-04,4.933269827050807722e-03,3.822113113298088605e-03,9.382179918868253227e-03
3.039927404718693188e-02,8.682281099883318873e-04,2.066581997784957991e+00,1.490671103977333767e-01,2.173912727434483272e-01,9.478070276283065421e-02,4.898999393199702374e-02,5.081669691470054595e-02,-2.833885929346475763e+01,9.633606469245343806e-01,-1.841059779553680720e+00,3.378616197516638442e-01,-9.216761933887362979e-02,-3.962035601698221110e-01,3.491535195362278077e-01,7.936829247604860749e-01,4.641858825096496083e-02,-3.445617188302935729e-01,-1.929865312067513203e-02,-3.260121677952425023e-01,-5.309890041688585249e-01,1.037643308023041173e-02,8.839416627872403055e-04,2.376183869112697637e-03,3.594496597070086230e-02,2.258038117422145677e-02,1.232903111518148052e-03,1.085422898054216661e-03,3.145578584178451383e-04,1.224469144564439794e-03,3.979276221588719069e-03,4.467272199175600055e-03,7.600626580797420007e-04,1.061206102655717909e-02
